Month,Duration of job search,State and territory (STT): ASGS (2011),Unemployed total ('000)
Oct-2015,Under 4 weeks (under 1 month),Western Australia,15.60523439
Oct-2015,Under 4 weeks (under 1 month),Tasmania,2.65755195
Oct-2015,Under 4 weeks (under 1 month),Northern Territory,1.71025898
Oct-2015,Under 4 weeks (under 1 month),Australian Capital Territory,2.61966121
Oct-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,47.2588173
Oct-2015,4 weeks and under 13 weeks (1-3 months),Victoria,36.59102032
Oct-2015,4 weeks and under 13 weeks (1-3 months),Queensland,29.49335171
Oct-2015,4 weeks and under 13 weeks (1-3 months),South Australia,8.92390715
Oct-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,17.75583665
Oct-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.03432188
Oct-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.30255504
Oct-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.25927237
Oct-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,26.25837309
Oct-2015,13 weeks and under 26 weeks (3-6 months),Victoria,28.45000626
Oct-2015,13 weeks and under 26 weeks (3-6 months),Queensland,18.97181169
Oct-2015,13 weeks and under 26 weeks (3-6 months),South Australia,9.28672016
Oct-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,15.74819098
Oct-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,2.05271327
Oct-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.84179775
Oct-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,2.11344412
Oct-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,41.50074335
Oct-2015,26 weeks and under 52 weeks (6-12 months),Victoria,36.7177791
Oct-2015,26 weeks and under 52 weeks (6-12 months),Queensland,39.36597879
Oct-2015,26 weeks and under 52 weeks (6-12 months),South Australia,13.74123193
Oct-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,19.85859913
Oct-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,3.69222223
Oct-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.23421667
Oct-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.87015803
Oct-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,16.24140727
Oct-2015,52 weeks and under 104 weeks (1-2 years),Victoria,15.99995849
Oct-2015,52 weeks and under 104 weeks (1-2 years),Queensland,16.20969595
Oct-2015,52 weeks and under 104 weeks (1-2 years),South Australia,8.91373375
Oct-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,9.80198879
Oct-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,1.51691834
Oct-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.17555024
Oct-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.5547525
Oct-2015,104 weeks and over (2 years and over),New South Wales,32.77319454
Oct-2015,104 weeks and over (2 years and over),Victoria,15.50819444
Oct-2015,104 weeks and over (2 years and over),Queensland,15.34161454
Oct-2015,104 weeks and over (2 years and over),South Australia,9.1106619
Oct-2015,104 weeks and over (2 years and over),Western Australia,5.06281735
Oct-2015,104 weeks and over (2 years and over),Tasmania,3.30545345
Oct-2015,104 weeks and over (2 years and over),Northern Territory,0.48835556
Oct-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.51666693
Nov-2015,Under 4 weeks (under 1 month),New South Wales,40.78337502
Nov-2015,Under 4 weeks (under 1 month),Victoria,43.10336391
Nov-2015,Under 4 weeks (under 1 month),Queensland,20.45612225
Nov-2015,Under 4 weeks (under 1 month),South Australia,14.13830461
Nov-2015,Under 4 weeks (under 1 month),Western Australia,14.93967721
Nov-2015,Under 4 weeks (under 1 month),Tasmania,2.61186788
Nov-2015,Under 4 weeks (under 1 month),Northern Territory,1.31952596
Nov-2015,Under 4 weeks (under 1 month),Australian Capital Territory,2.24602243
Nov-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,40.34464138
Nov-2015,4 weeks and under 13 weeks (1-3 months),Victoria,47.07755563
Nov-2015,4 weeks and under 13 weeks (1-3 months),Queensland,33.22964842
Nov-2015,4 weeks and under 13 weeks (1-3 months),South Australia,10.04754617
Nov-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,18.79918565
Nov-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,2.36078659
Nov-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.96068736
Nov-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.64346957
Nov-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,29.55716365
Nov-2015,13 weeks and under 26 weeks (3-6 months),Victoria,28.27197786
Nov-2015,13 weeks and under 26 weeks (3-6 months),Queensland,21.47209416
Nov-2015,13 weeks and under 26 weeks (3-6 months),South Australia,9.26061448
Nov-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,13.20225744
Nov-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,2.33483631
Nov-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.29717082
Nov-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,3.23879033
Nov-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,30.69590342
Nov-2015,26 weeks and under 52 weeks (6-12 months),Victoria,37.04370586
Nov-2015,26 weeks and under 52 weeks (6-12 months),Queensland,28.9124077
Nov-2015,26 weeks and under 52 weeks (6-12 months),South Australia,11.59082057
Nov-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,16.19329396
Nov-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,4.12935658
Nov-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.53964001
Nov-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.94176435
Nov-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,25.81999285
Nov-2015,52 weeks and under 104 weeks (1-2 years),Victoria,13.05819188
Nov-2015,52 weeks and under 104 weeks (1-2 years),Queensland,12.07152989
Nov-2015,52 weeks and under 104 weeks (1-2 years),South Australia,6.07221114
Nov-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,6.42729682
Nov-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,2.21302254
Nov-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.44917704
Nov-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.98251693
Nov-2015,104 weeks and over (2 years and over),New South Wales,30.54862852
Nov-2015,104 weeks and over (2 years and over),Victoria,19.46456342
Nov-2015,104 weeks and over (2 years and over),Queensland,18.51852639
Nov-2015,104 weeks and over (2 years and over),South Australia,8.66325135
Nov-2015,104 weeks and over (2 years and over),Western Australia,7.26480524
Nov-2015,104 weeks and over (2 years and over),Tasmania,2.91722715
Nov-2015,104 weeks and over (2 years and over),Northern Territory,0.45523146
Nov-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.40635467
Dec-2015,Under 4 weeks (under 1 month),New South Wales,45.53750286
Dec-2015,Under 4 weeks (under 1 month),Victoria,45.80438164
Dec-2015,Under 4 weeks (under 1 month),Queensland,35.14471096
Dec-2015,Under 4 weeks (under 1 month),South Australia,9.87188119
Dec-2015,Under 4 weeks (under 1 month),Western Australia,14.81057009
Dec-2015,Under 4 weeks (under 1 month),Tasmania,3.51645816
Dec-2015,Under 4 weeks (under 1 month),Northern Territory,1.7426768
Dec-2015,Under 4 weeks (under 1 month),Australian Capital Territory,3.35316791
Dec-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,46.92940747
Dec-2015,4 weeks and under 13 weeks (1-3 months),Victoria,45.23646694
Dec-2015,4 weeks and under 13 weeks (1-3 months),Queensland,26.26240796
Dec-2015,4 weeks and under 13 weeks (1-3 months),South Australia,14.05175962
Dec-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,26.29685686
Dec-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.38693901
Dec-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.9586256
Dec-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.42322059
Dec-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,24.44789247
Dec-2015,13 weeks and under 26 weeks (3-6 months),Victoria,32.22387429
Dec-2015,13 weeks and under 26 weeks (3-6 months),Queensland,20.89331044
Dec-2015,13 weeks and under 26 weeks (3-6 months),South Australia,9.70737748
Dec-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,11.56278758
Dec-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,1.91009927
Dec-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.42181583
Dec-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.96123938
Dec-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,32.89217356
Dec-2015,26 weeks and under 52 weeks (6-12 months),Victoria,29.44902784
Dec-2015,26 weeks and under 52 weeks (6-12 months),Queensland,28.2322384
Dec-2015,26 weeks and under 52 weeks (6-12 months),South Australia,10.06433021
Dec-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,16.85879709
Dec-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,2.98618236
Dec-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.74827997
Dec-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.17401965
Dec-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,21.96570551
Dec-2015,52 weeks and under 104 weeks (1-2 years),Victoria,17.46489235
Dec-2015,52 weeks and under 104 weeks (1-2 years),Queensland,12.76512543
Dec-2015,52 weeks and under 104 weeks (1-2 years),South Australia,7.7205838
Dec-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,8.5494473
Dec-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,2.40691876
Dec-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.15638317
Dec-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.36934087
Dec-2015,104 weeks and over (2 years and over),New South Wales,26.5624242
Dec-2015,104 weeks and over (2 years and over),Victoria,16.43680768
Dec-2015,104 weeks and over (2 years and over),Queensland,16.82034803
Dec-2015,104 weeks and over (2 years and over),South Australia,9.14892112
Dec-2015,104 weeks and over (2 years and over),Western Australia,6.36634147
Dec-2015,104 weeks and over (2 years and over),Tasmania,3.10199169
Dec-2015,104 weeks and over (2 years and over),Northern Territory,0.54933366
Dec-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.74058789
Jan-2016,Under 4 weeks (under 1 month),New South Wales,61.33025544
Jan-2016,Under 4 weeks (under 1 month),Victoria,57.20820566
Jan-2016,Under 4 weeks (under 1 month),Queensland,44.46588936
Jan-2016,Under 4 weeks (under 1 month),South Australia,12.34374405
Jan-2016,Under 4 weeks (under 1 month),Western Australia,16.83987902
Jan-2016,Under 4 weeks (under 1 month),Tasmania,4.5146711
Jan-2016,Under 4 weeks (under 1 month),Northern Territory,1.94861704
Jan-2016,Under 4 weeks (under 1 month),Australian Capital Territory,3.2946088
Jan-2016,4 weeks and under 13 weeks (1-3 months),New South Wales,59.27721242
Jan-2016,4 weeks and under 13 weeks (1-3 months),Victoria,60.83167635
Jan-2016,4 weeks and under 13 weeks (1-3 months),Queensland,44.01572958
Jan-2016,4 weeks and under 13 weeks (1-3 months),South Australia,15.81069924
Jan-2016,4 weeks and under 13 weeks (1-3 months),Western Australia,22.87036826
Jan-2016,4 weeks and under 13 weeks (1-3 months),Tasmania,4.32048183
Jan-2016,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.65869554
Jan-2016,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.64657626
Jan-2016,13 weeks and under 26 weeks (3-6 months),New South Wales,30.33832997
Jan-2016,13 weeks and under 26 weeks (3-6 months),Victoria,27.05848668
Jan-2016,13 weeks and under 26 weeks (3-6 months),Queensland,25.75634104
Jan-2016,13 weeks and under 26 weeks (3-6 months),South Australia,9.01958788
Jan-2016,13 weeks and under 26 weeks (3-6 months),Western Australia,13.8400598
Jan-2016,13 weeks and under 26 weeks (3-6 months),Tasmania,1.45234207
Jan-2016,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.79566002
Jan-2016,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.08300132
Jan-2016,26 weeks and under 52 weeks (6-12 months),New South Wales,34.0916532
Jan-2016,26 weeks and under 52 weeks (6-12 months),Victoria,34.58065847
Jan-2016,26 weeks and under 52 weeks (6-12 months),Queensland,19.21476422
Jan-2016,26 weeks and under 52 weeks (6-12 months),South Australia,9.09886898
Jan-2016,26 weeks and under 52 weeks (6-12 months),Western Australia,11.60437592
Jan-2016,26 weeks and under 52 weeks (6-12 months),Tasmania,2.89828689
Jan-2016,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.46009262
Jan-2016,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.14841421
Jan-2016,52 weeks and under 104 weeks (1-2 years),New South Wales,24.84118194
Jan-2016,52 weeks and under 104 weeks (1-2 years),Victoria,20.6887746
Jan-2016,52 weeks and under 104 weeks (1-2 years),Queensland,23.34512223
Jan-2016,52 weeks and under 104 weeks (1-2 years),South Australia,8.795217
Jan-2016,52 weeks and under 104 weeks (1-2 years),Western Australia,13.47912678
Jan-2016,52 weeks and under 104 weeks (1-2 years),Tasmania,1.73196994
Jan-2016,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.47034713
Jan-2016,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.44849026
Jan-2016,104 weeks and over (2 years and over),New South Wales,27.83826182
Jan-2016,104 weeks and over (2 years and over),Victoria,21.51274206
Jan-2016,104 weeks and over (2 years and over),Queensland,16.56951974
Jan-2016,104 weeks and over (2 years and over),South Australia,7.00264669
Jan-2016,104 weeks and over (2 years and over),Western Australia,6.91832925
Jan-2016,104 weeks and over (2 years and over),Tasmania,2.78901041
Jan-2016,104 weeks and over (2 years and over),Northern Territory,0.71281532
Jan-2016,104 weeks and over (2 years and over),Australian Capital Territory,1.1199621
Feb-2016,Under 4 weeks (under 1 month),New South Wales,46.14771612
Feb-2016,Under 4 weeks (under 1 month),Victoria,37.33572145
Feb-2016,Under 4 weeks (under 1 month),Queensland,33.1044876
Feb-2016,Under 4 weeks (under 1 month),South Australia,11.05916967
Feb-2016,Under 4 weeks (under 1 month),Western Australia,20.65644729
Feb-2016,Under 4 weeks (under 1 month),Tasmania,3.93432442
Feb-2016,Under 4 weeks (under 1 month),Northern Territory,2.29652224
Feb-2016,Under 4 weeks (under 1 month),Australian Capital Territory,3.53734319
Feb-2016,4 weeks and under 13 weeks (1-3 months),New South Wales,59.82712569
Feb-2016,4 weeks and under 13 weeks (1-3 months),Victoria,67.72572337
Feb-2016,4 weeks and under 13 weeks (1-3 months),Queensland,47.01277469
Feb-2016,4 weeks and under 13 weeks (1-3 months),South Australia,20.23526111
Feb-2016,4 weeks and under 13 weeks (1-3 months),Western Australia,25.50539955
Feb-2016,4 weeks and under 13 weeks (1-3 months),Tasmania,5.6962957
Feb-2016,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.30011809
Feb-2016,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,4.17821637
Feb-2016,13 weeks and under 26 weeks (3-6 months),New South Wales,26.42650764
Feb-2016,13 weeks and under 26 weeks (3-6 months),Victoria,30.03151456
Feb-2016,13 weeks and under 26 weeks (3-6 months),Queensland,21.83542977
Feb-2016,13 weeks and under 26 weeks (3-6 months),South Australia,9.9844327
Feb-2016,13 weeks and under 26 weeks (3-6 months),Western Australia,15.0081861
Feb-2016,13 weeks and under 26 weeks (3-6 months),Tasmania,1.85817621
Feb-2016,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.8978679
Feb-2016,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.63634472
Feb-2016,26 weeks and under 52 weeks (6-12 months),New South Wales,30.5789944
Feb-2016,26 weeks and under 52 weeks (6-12 months),Victoria,22.66326218
Feb-2016,26 weeks and under 52 weeks (6-12 months),Queensland,17.42730031
Feb-2016,26 weeks and under 52 weeks (6-12 months),South Australia,9.46624207
Feb-2016,26 weeks and under 52 weeks (6-12 months),Western Australia,11.08634273
Feb-2016,26 weeks and under 52 weeks (6-12 months),Tasmania,1.92897793
